file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,speech_text_chunks,speech_text_translated,fallacy_predictions
h-tk-20222023-78-31,De heer Azarkan,DENK,"Mijn vraag is heel precies: als dat ertoe leidt dat zij extra kosten voor hulp, ondersteuning en zorg maken, erken je dan ook dat ze een stuk daarvan van de werkgever moeten krijgen? Het gaat dan dus om de groep mensen die in de afgelopen tien jaar op de een of andere manier aan hun lot zijn overgelaten. Daar zitten mensen van De blauwe familie bij. Kunnen zij erop rekenen dat de korpsleiding naar hun situatie gaat kijken en zegt: wij zien, met de bedrijfsarts et cetera, dat u heel hoge zorgkosten maakt, dus u krijgt daar van ons een vergoeding voor? Zo simpel is de vraag.",2022-2023,2023-05-09,tk,handelingen,31 Racisme en discriminatie in de politieorganisatie,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-78-31.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-78-31.xml,"nr. 78, item 31","['Mijn vraag is heel precies : als dat ertoe leidt dat zij extra kosten voor hulp, ondersteuning en zorg maken, erken je dan ook dat ze een stuk daarvan van de werkgever moeten krijgen? Het gaat dan dus om de groep mensen die in de afgelopen tien jaar op de een of andere manier aan hun lot zijn overgelaten. Daar zitten mensen van De blauwe familie bij. Kunnen zij erop rekenen dat de korpsleiding naar hun situatie gaat kijken en zegt : wij zien, met de bedrijfsarts et cetera, dat u heel hoge zorgkosten maakt, dus u krijgt daar van ons een vergoeding voor? Zo simpel is de vraag.']","My question is very precise: if that means that they make extra costs for help, support and care, do you also acknowledge that they should get a piece from the employer? It is therefore about the group of people who have been left to their fate in one way or another in the past ten years. There are people from the blue family. Can they count on the fact that the corps leadership will look at their situation and say: we see, with the company doctor, etc., that you incur very high healthcare costs, so you will receive compensation for that? The question is that simple.",No fallacy detected
h-tk-20222023-97-18,De heer Peters,CDA,"Ik zal 'm aanhouden en herschrijven, precies zoals ik bedoel.",2022-2023,2023-06-22,tk,handelingen,18 Rechtmatig en behoorlijk gebruik afkomst- en seksegerelateerde indicatoren,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-97-18.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-97-18.xml,"nr. 97, item 18","[""Ik zal'm aanhouden en herschrijven, precies zoals ik bedoel.""]","I will keep and rewrite, exactly as I mean.",No fallacy detected
h-tk-20222023-36-22,De heer Nijboer,PvdA,"Nou, ik hoop er niet op.",2022-2023,2022-12-15,tk,handelingen,22 Wet toekomst pensioenen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-36-22.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-36-22.xml,"nr. 36, item 22","['Nou, ik hoop er niet op.']","Well, I don't hope.",No fallacy detected
h-tk-20222023-33-6,Mevrouw Hagen,D66,We zullen het heel strikt volgen.,2022-2023,2022-12-08,tk,handelingen,6 Circulaire economie,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-33-6.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-33-6.xml,"nr. 33, item 6",['We zullen het heel strikt volgen.'],We will follow it very strictly.,No fallacy detected
h-tk-20222023-56-8,De heer Bushoff,PvdA,"Mijn vraag was of het ook is bekrachtigd in een officiële richtlijn en een leidraad. Dat was mijn eerste vraag. Het is fijn om daar nog een antwoord op te krijgen. Op de tweede plaats is er volgens mij niet eens zo heel veel twijfel over de vraag of concentreren in zekere mate misschien zinvol zou zijn. De vraag is: in hoeverre moet je concentreren? Als je dat vraagstuk apart bekijkt, dan is er dus eigenlijk geen argument als je afgaat op die norm om te kiezen voor twee in plaats van drie, zelfs als die norm niet klopt. Dus daar was mijn tweede vraag op gericht.",2022-2023,2023-02-22,tk,handelingen,8 Besluit tot sluiten van kinderhartcentra,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-56-8.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-56-8.xml,"nr. 56, item 8","['Mijn vraag was of het ook is bekrachtigd in een officiële richtlijn en een leidraad. Dat was mijn eerste vraag. Het is fijn om daar nog een antwoord op te krijgen. Op de tweede plaats is er volgens mij niet eens zo heel veel twijfel over de vraag of concentreren in zekere mate misschien zinvol zou zijn. De vraag is : in hoeverre moet je concentreren? Als je dat vraagstuk apart bekijkt, dan is er dus eigenlijk geen argument als je afgaat op die norm om te kiezen voor twee in plaats van drie, zelfs als die norm niet klopt. Dus daar was mijn tweede vraag op gericht.']","My question was whether it was also ratified in an official directive and a guideline. That was my first question. It is nice to get an answer to that. In the second place, I don't think there is much doubt about whether concentrating to a certain extent might be useful. The question is: to what extent should you concentrate? If you look at that issue separately, then there is actually no argument if you go on that standard to choose two instead of three, even if that standard is incorrect. So my second question was aimed at that.",No fallacy detected
h-tk-20222023-16-24,Mevrouw Kuik,CDA,Fijn dat er wel wordt bevestigd door mevrouw Van Weerdenburg dat oorlogen en virussen niet ophouden bij de grens. Ziet mevrouw Van Weerdenburg dan ook dat juist het investeren in bijvoorbeeld Oekraïne om die oorlog te stoppen of in het tegengaan en uitbannen van virussen in andere landen werkt?,2022-2023,2022-11-01,tk,handelingen,24 Begroting Buitenlandse Handel en Ontwikkelingssamenwerking 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-16-24.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-16-24.xml,"nr. 16, item 24",['Fijn dat er wel wordt bevestigd door mevrouw Van Weerdenburg dat oorlogen en virussen niet ophouden bij de grens. Ziet mevrouw Van Weerdenburg dan ook dat juist het investeren in bijvoorbeeld Oekraïne om die oorlog te stoppen of in het tegengaan en uitbannen van virussen in andere landen werkt?'],"It's great that Mrs Van Weerdenburg is not confirmed that wars and viruses do not stop at the border. Does Mrs Van Weerdenburg therefore see that it is precisely investing in Ukraine, for example, to stop that war or to combat and banish viruses in other countries?","It's great that Mrs Van Weerdenburg is not confirmed that wars and viruses do not stop at the border. → Van → False Cause, Weerdenburg → False Cause | Does Mrs Van Weerdenburg therefore see that it is precisely investing in Ukraine, for example, to stop that war or to combat and banish viruses in other countries? → Van → False Cause, Weerdenburg → False Cause, Ukraine → Unknown"
h-tk-20222023-100-3,Mevrouw Kuiken,PvdA,"Fijn dat u hier vandaag staat, mevrouw Vedder; alle steun van ons en van alle collega's. Ik heb toch ook een vraag. Mijn stelling is dat de tijd van praten nu wel voorbij is, want het is simpelweg niet gelukt. Nu is het tijd dat het kabinet als eenheid — u vraagt om alle ministers, maar ik vraag dat van alle coalitiepartijen — aan zet is. Deelt u dat met mij?",2022-2023,2023-06-29,tk,handelingen,3 Beëindigen onderhandelingen over het landbouwakkoord,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-100-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-100-3.xml,"nr. 100, item 3","[""Fijn dat u hier vandaag staat, mevrouw Vedder ; alle steun van ons en van alle collega's. Ik heb toch ook een vraag. Mijn stelling is dat de tijd van praten nu wel voorbij is, want het is simpelweg niet gelukt. Nu is het tijd dat het kabinet als eenheid — u vraagt om alle ministers, maar ik vraag dat van alle coalitiepartijen — aan zet is. Deelt u dat met mij?""]","Thank you for standing here today, Mrs. Vedder; All the support of us and all colleagues. I also have a question. My statement is that the time of talking is now over, because it simply did not work. Now it's time for the cabinet as a unit - you ask for all the ministers, but I ask that of all coalition parties - is on the move. Do you share that with me?","Thank you for standing here today, Mrs. Vedder; All the support of us and all colleagues. → Vedder → False Cause"
h-tk-20222023-89-2,Staatssecretaris Van der Burg,,"De ChristenUnie vindt met de andere coalitiepartijen dat mensen die in Nederland uitgeprocedeerd zijn en die weg kunnen, weg moeten maar niet weggaan, ongewenst moeten worden verklaard. Dat is de oproep die de ChristenUnie samen met de andere coalitiepartijen aan het kabinet heeft gedaan. Dat is dus ook de basis waarmee ik werk. Op het moment dat iemand niet in Nederland mag blijven, dient die persoon Nederland te verlaten. Daar zetten wij dus vervolgens op in. Daar hebben we deze maatregel voor nodig. Die richt zich in eerste instantie op de overlastgevers en daarnaast op de andere groepen. Maar uiteindelijk is het vrij simpel: iedereen die niet rechtmatig in Nederland is, dient Nederland te verlaten. Daarvan zei ik: daar denken we volgens mij unaniem hetzelfde over in deze Kamer.",2022-2023,2023-06-06,tk,handelingen,2 Vragenuur: Vragen Piri,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-89-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-89-2.xml,"nr. 89, item 2","['De ChristenUnie vindt met de andere coalitiepartijen dat mensen die in Nederland uitgeprocedeerd zijn en die weg kunnen, weg moeten maar niet weggaan, ongewenst moeten worden verklaard. Dat is de oproep die de ChristenUnie samen met de andere coalitiepartijen aan het kabinet heeft gedaan. Dat is dus ook de basis waarmee ik werk. Op het moment dat iemand niet in Nederland mag blijven, dient die persoon Nederland te verlaten. Daar zetten wij dus vervolgens op in. Daar hebben we deze maatregel voor nodig. Die richt zich in eerste instantie op de overlastgevers en daarnaast op de andere groepen. Maar uiteindelijk is het vrij simpel : iedereen die niet rechtmatig in Nederland is, dient Nederland te verlaten. Daarvan zei ik : daar denken we volgens mij unaniem hetzelfde over in deze Kamer.']","With the other coalition parties, the ChristenUnie believes that people who have been pulled out in the Netherlands and who can leave, should not leave but should not be declared undesirable. That is the call that the ChristenUnie has made to the cabinet together with the other coalition parties. So that is also the basis with which I work. The moment someone is not allowed to stay in the Netherlands, that person must leave the Netherlands. So we then bet on that. We need this measure for that. He initially focuses on the nuisance providers and also on the other groups. But in the end it is quite simple: anyone who is not lawful in the Netherlands must leave the Netherlands. I said: I think we think the same about that in this room.","With the other coalition parties, the ChristenUnie believes that people who have been pulled out in the Netherlands and who can leave, should not leave but should not be declared undesirable. → ChristenUnie → Slogans, Netherlands → Unknown | That is the call that the ChristenUnie has made to the cabinet together with the other coalition parties. → ChristenUnie → Slogans | The moment someone is not allowed to stay in the Netherlands, that person must leave the Netherlands. → Netherlands → Unknown, Netherlands → Unknown | But in the end it is quite simple: anyone who is not lawful in the Netherlands must leave the Netherlands. → Netherlands → Unknown, Netherlands → Unknown"
h-tk-20222023-50-1,De voorzitter,,"Goedemorgen, allemaal. Ik open de vergadering van woensdag 8 februari 2023 met het debat over de implementatie van de Europese klimaatwet.",2022-2023,2023-02-08,tk,handelingen,1,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-50-1.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-50-1.xml,"nr. 50, item 1","['Goedemorgen, allemaal. Ik open de vergadering van woensdag 8 februari 2023 met het debat over de implementatie van de Europese klimaatwet.']","Good morning, everyone. I open the meeting of Wednesday 8 February 2023 with the debate on the implementation of the European Climate Act.","I open the meeting of Wednesday 8 February 2023 with the debate on the implementation of the European Climate Act. → European → Appeal to Authority, Climate → Appeal to Authority, Act → Appeal to Authority"
h-tk-20222023-21-4,De heer Van Nispen,SP,"Dank u wel, voorzitter. De financiële problemen bij de Dienst Justitiële Inrichtingen, ons gevangeniswezen, zijn echt enorm. Die problemen zijn vooral ook door de vorige minister ontstaan. Deze minister probeert dat financiële gat wel op te lossen, maar doet dat met een aantal, wat ons betreft, onverstandige maatregelen. Daarom dien ik twee moties in. De eerste luidt als volgt.
De Kamer,
gehoord de beraadslaging,
constaterende dat de regering van plan is de komende jaren de celcapaciteit in het gevangeniswezen te bevriezen en er daarmee voor wordt gekozen de prognosemodellen niet langer leidend te laten zijn;
overwegende dat het bevriezen van de celcapaciteit bij een hogere instroom van gedetineerden kan leiden tot meer meerpersoonscelgebruik en dus tot een hogere werklast voor het personeel;
van mening dat de werkdruk voor het personeel in het gevangeniswezen niet omhoog, maar omlaag moet;
verzoekt de regering de celcapaciteit de komende jaren niet te bevriezen,
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door het lid Van Nispen.
Zij krijgt nr.
De Kamer,
gehoord de beraadslaging,
constaterende dat de regering geld dat in het coalitieakkoord gereserveerd was voor de aanpak van personen met verward en onbegrepen gedrag nu wil reserveren om mogelijk later te investeren in het gevangeniswezen;
overwegende dat de middelen uit het coalitieakkoord onderdeel zijn van de reeks voor het versterken van de preventieaanpak en het met het plan van het kabinet niet duidelijk is wat van deze preventieaanpak nog over zal blijven;
van mening dat dit niet de manier is om te investeren in het gevangeniswezen, omdat we hiermee slechts problemen aan het verplaatsen zijn in plaats van aan het oplossen;
verzoekt de regering niet te tornen aan de middelen (13 miljoen euro) uit het coalitieakkoord die bestemd zijn voor de aanpak van personen met verward en onbegrepen gedrag,
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door het lid Van Nispen.
Zij krijgt nr.",2022-2023,2022-11-10,tk,handelingen,4 Gevangeniswezen en tbs,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-21-4.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-21-4.xml,"nr. 21, item 4","['Dank u wel, voorzitter. De financiële problemen bij de Dienst Justitiële Inrichtingen, ons gevangeniswezen, zijn echt enorm. Die problemen zijn vooral ook door de vorige minister ontstaan. Deze minister probeert dat financiële gat wel op te lossen, maar doet dat met een aantal, wat ons betreft, onverstandige maatregelen. Daarom dien ik twee moties in. De eerste luidt als volgt. De Kamer, gehoord de beraadslaging, constaterende dat de regering van plan is de komende jaren de celcapaciteit in het gevangeniswezen te bevriezen en er daarmee voor wordt gekozen de prognosemodellen niet langer leidend te laten zijn ; overwegende dat het bevriezen van de celcapaciteit bij een hogere instroom van gedetineerden kan leiden tot meer meerpersoonscelgebruik en dus tot een hogere werklast voor het personeel ; van mening dat de werkdruk voor het personeel in het gevangeniswezen niet omhoog, maar omlaag moet ; verzoekt de regering de celcapaciteit de komende jaren niet te bevriezen, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Van Nispen. Zij krijgt nr. De Kamer, gehoord de beraadslaging, constaterende dat de regering geld dat in het coalitieakkoord gereserveerd was voor de aanpak van personen met verward en onbegrepen gedrag nu wil reserveren om mogelijk later te investeren in', '; van mening dat de werkdruk voor het personeel in het gevangeniswezen niet omhoog, maar omlaag moet ; verzoekt de regering de celcapaciteit de komende jaren niet te bevriezen, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Van Nispen. Zij krijgt nr. De Kamer, gehoord de beraadslaging, constaterende dat de regering geld dat in het coalitieakkoord gereserveerd was voor de aanpak van personen met verward en onbegrepen gedrag nu wil reserveren om mogelijk later te investeren in het gevangeniswezen ; overwegende dat de middelen uit het coalitieakkoord onderdeel zijn van de reeks voor het versterken van de preventieaanpak en het met het plan van het kabinet niet duidelijk is wat van deze preventieaanpak nog over zal blijven ; van mening dat dit niet de manier is om te investeren in het gevangeniswezen, omdat we hiermee slechts problemen aan het verplaatsen zijn in plaats van aan het oplossen ; verzoekt de regering niet te tornen aan de middelen ( 13 miljoen euro ) uit het coalitieakkoord die bestemd zijn voor de aanpak van personen met verward en onbegrepen gedrag, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Van Nispen. Zij krijgt nr.', 'in het gevangeniswezen, omdat we hiermee slechts problemen aan het verplaatsen zijn in plaats van aan het oplossen ; verzoekt de regering niet te tornen aan de middelen ( 13 miljoen euro ) uit het coalitieakkoord die bestemd zijn voor de aanpak van personen met verward en onbegrepen gedrag, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Van Nispen. Zij krijgt nr.']","Thank you, chairman. The financial problems at the Judicial Institutions department, our prison system, are really huge. Those problems were mainly created by the previous minister. This minister tries to resolve that financial gap, but does so with a number of unprecedented measures. That's why I submit two motions. The first is as follows. The Chamber, heard the deliberation, noting that the government intends to freeze the cell capacity in the prison system in the coming years and it is chosen to make the prognosis models no longer leading; Whereas freezing the cell capacity with a higher inflow of prisoners can lead to more multi -person cell use and therefore to a higher workload for staff; believes that the workload for the staff in the prison system should not be raised, but should be reduced; The government requests the cell capacity not to freeze in the coming years, and will proceed to the order of the day. This motion was proposed by the member of Nispen. She receives no. The Chamber, heard the deliberation, noting that the government reserved money in the coalition agreement for tackling people with confused and misunderstood behavior now to possibly invest in later in ; believes that the workload for the staff in the prison system should not be raised, but should be reduced; The government requests the cell capacity not to freeze in the coming years, and will proceed to the order of the day. This motion was proposed by the member of Nispen. She receives no. The Chamber, heard the deliberation, noting that the government that was reserved in the coalition agreement for tackling people with confused and misunderstood behavior now wants to reserve to possibly invest later in the prison system; Whereas the resources from the Coalition Agreement are part of the series for strengthening the prevention approach and it is not clear with the government's plan what will remain of this prevention approach; believes that this is not the way to invest in the prison system, because we are only moving problems instead of solving it; The government does not request the resources (13 million euros) from the coalition agreement intended for tackling persons with confused and misunderstood behavior, and proceeds to the order of the day. This motion was proposed by the member of Nispen. She gets no. In the prison system, because we are only moving problems instead of solving it; The government does not request the resources (13 million euros) from the coalition agreement intended for tackling persons with confused and misunderstood behavior, and proceeds to the order of the day. This motion was proposed by the member of Nispen. She gets no.","The financial problems at the Judicial Institutions department, our prison system, are really huge. → Judicial → Slogans, Institutions → Slogans, department → Slogans | The Chamber, heard the deliberation, noting that the government intends to freeze the cell capacity in the prison system in the coming years and it is chosen to make the prognosis models no longer leading; Whereas freezing the cell capacity with a higher inflow of prisoners can lead to more multi -person cell use and therefore to a higher workload for staff; believes that the workload for the staff in the prison system should not be raised, but should be reduced; The government requests the cell capacity not to freeze in the coming years, and will proceed to the order of the day. → Chamber → Slogans | This motion was proposed by the member of Nispen. → Nispen → False Cause | The Chamber, heard the deliberation, noting that the government reserved money in the coalition agreement for tackling people with confused and misunderstood behavior now to possibly invest in later in ; believes that the workload for the staff in the prison system should not be raised, but should be reduced; The government requests the cell capacity not to freeze in the coming years, and will proceed to the order of the day. → Chamber → Slogans | This motion was proposed by the member of Nispen. → Nispen → False Cause | The Chamber, heard the deliberation, noting that the government that was reserved in the coalition agreement for tackling people with confused and misunderstood behavior now wants to reserve to possibly invest later in the prison system; Whereas the resources from the Coalition Agreement are part of the series for strengthening the prevention approach and it is not clear with the government's plan what will remain of this prevention approach; believes that this is not the way to invest in the prison system, because we are only moving problems instead of solving it; The government does not request the resources (13 million euros) from the coalition agreement intended for tackling persons with confused and misunderstood behavior, and proceeds to the order of the day. → Chamber → Slogans, Coalition → Appeal to Authority, Agreement → Appeal to Authority | This motion was proposed by the member of Nispen. → Nispen → False Cause | This motion was proposed by the member of Nispen. → Nispen → False Cause"
h-tk-20222023-30-16,De voorzitter,,"Dank u wel, meneer Stoffer. Dan geef ik het woord aan de heer Van Baarle van DENK.",2022-2023,2022-12-01,tk,handelingen,16 Begroting Sociale Zaken en Werkgelegenheid 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-30-16.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-30-16.xml,"nr. 30, item 16","['Dank u wel, meneer Stoffer. Dan geef ik het woord aan de heer Van Baarle van DENK.']","Thank you, Mr. Stoffer. Then I give the floor to the Lord of Baarle van Denk.","Thank you, Mr. Stoffer. → Stoffer → False Cause | Then I give the floor to the Lord of Baarle van Denk. → Baarle → Unknown, van → False Cause, Denk → False Cause"
h-tk-20222023-20-8,De voorzitter,,"Dank u wel, meneer Bisschop. Beide bewindslieden hebben aangegeven ongeveer tien minuten nodig te hebben voor de beantwoording van de vragen en het appreciëren van de moties. Ik schors dus tot 16.02 uur.",2022-2023,2022-11-09,tk,handelingen,8 Zoönosen en dierziekten,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-20-8.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-20-8.xml,"nr. 20, item 8","['Dank u wel, meneer Bisschop. Beide bewindslieden hebben aangegeven ongeveer tien minuten nodig te hebben voor de beantwoording van de vragen en het appreciëren van de moties. Ik schors dus tot 16. 02 uur.']","Thank you, Mr. Bisschop. Both ministers have indicated that they need about ten minutes to answer the questions and appreciate the motions. So I bark up to 16. 02 hours.","Thank you, Mr. Bisschop. → Bisschop → False Cause"
h-tk-20222023-63-17,Mevrouw Van den Berg,CDA,Dat geldt ook voor het CDA.,2022-2023,2023-03-21,tk,handelingen,17 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-63-17.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-63-17.xml,"nr. 63, item 17",['Dat geldt ook voor het CDA.'],This also applies to the CDA.,This also applies to the CDA. → CDA → Slogans
h-tk-20222023-2-5,De heer Paternotte,D66,"Het doel is dat we in ieder geval op dit moment Nederlanders bestaanszekerheid geven en dat we mensen gelijke kansen geven, zodat we al het talent kunnen benutten. Het doel is ook dat we een land zijn waarin we de mentaliteit hebben dat we samen in hetzelfde schuitje zitten, waarin er verschillen mogen zijn, waarin we het mooi vinden als mensen omdat ze hard werken en vindingrijk zijn een onderneming beginnen en rijk worden en waarin we de welvaart eerlijk delen, zodat iedereen een gelijke start kan krijgen.",2022-2023,2022-09-21,tk,handelingen,5 Algemene Politieke Beschouwingen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-2-5.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-2-5.xml,"nr. 2, item 5","['Het doel is dat we in ieder geval op dit moment Nederlanders bestaanszekerheid geven en dat we mensen gelijke kansen geven, zodat we al het talent kunnen benutten. Het doel is ook dat we een land zijn waarin we de mentaliteit hebben dat we samen in hetzelfde schuitje zitten, waarin er verschillen mogen zijn, waarin we het mooi vinden als mensen omdat ze hard werken en vindingrijk zijn een onderneming beginnen en rijk worden en waarin we de welvaart eerlijk delen, zodat iedereen een gelijke start kan krijgen.']","The goal is that at least we are currently giving Dutch people's security and that we give people equal opportunities, so that we can use all the talent. The aim is that we are a country in which we have the mentality that we are in the same boat together, in which there may be differences, in which we like it as people because they are hard and resourceful start a business and become rich and in which we share the prosperity fairly, so that everyone can get the same start.","The goal is that at least we are currently giving Dutch people's security and that we give people equal opportunities, so that we can use all the talent. → Dutch → Appeal to Authority"
h-tk-20222023-107-2,De heer Bisschop,SGP,"Dank aan de minister voor de reactie op mijn betoogje en vragen. Ik hoor daar namelijk een hoge mate van overeenstemming in. Dat verheugt mij bijzonder. Wat ik in het antwoord van de minister niet goed snap, is dat dit een illegale activiteit is waarnaar gehandeld zal worden. Nee, daar wordt juist níét naar gehandeld. Artikel 162 uit het Wetboek van Strafrecht wordt niet ingezet. Het wordt afgehandeld met een beroep op de overtreding van de Wet openbare manifestaties, maar dat is het niet; daar gaat het niet om. Vandaar dat de politie ook roept: ""Zo kan dit niet langer. Er moet wat anders gebeuren. Er moet ingegrepen worden."" Deelt de minister deze benadering? Die zit namelijk impliciet in de beantwoording van de minister, maar ik zou haar willen vragen dit wat explicieter te maken.",2022-2023,2023-09-12,tk,handelingen,2 Vragenuur: Vragen Bisschop,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-107-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-107-2.xml,"nr. 107, item 2","['Dank aan de minister voor de reactie op mijn betoogje en vragen. Ik hoor daar namelijk een hoge mate van overeenstemming in. Dat verheugt mij bijzonder. Wat ik in het antwoord van de minister niet goed snap, is dat dit een illegale activiteit is waarnaar gehandeld zal worden. Nee, daar wordt juist níét naar gehandeld. Artikel 162 uit het Wetboek van Strafrecht wordt niet ingezet. Het wordt afgehandeld met een beroep op de overtreding van de Wet openbare manifestaties, maar dat is het niet ; daar gaat het niet om. Vandaar dat de politie ook roept : "" Zo kan dit niet langer. Er moet wat anders gebeuren. Er moet ingegrepen worden. "" Deelt de minister deze benadering? Die zit namelijk impliciet in de beantwoording van de minister, maar ik zou haar willen vragen dit wat explicieter te maken.']","Thanks to the minister for the response to my speech and questions. I hear a high degree of agreement in that. I am very pleased. What I do not understand in the minister's answer is that this is an illegal activity that will be acted on. No, that is not being acted on that. Article 162 From the Criminal Code, it is not used. It is dealt with with an appeal to the violation of the Public Manifestations Act, but it is not; That's not the point. That is why the police also shout: ""This is no longer possible. Something else has to be done. There must be intervened."" Does the minister share this approach? He is implicitly in answering the minister, but I would like to ask her to make this more explicit.","Article 162 From the Criminal Code, it is not used. → Criminal → Appeal to Authority, Code → Appeal to Authority | It is dealt with with an appeal to the violation of the Public Manifestations Act, but it is not; That's not the point. → Public → Appeal to Authority, Manifestations → Appeal to Authority, Act → Appeal to Authority"
h-tk-20222023-23-3,De voorzitter,,Vervolgt u uw betoog.,2022-2023,2022-11-16,tk,handelingen,3 Begroting Defensie 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-23-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-23-3.xml,"nr. 23, item 3",['Vervolgt u uw betoog.'],Continue your argument.,No fallacy detected
h-tk-20222023-81-20,Mevrouw Den Haan,Fractie Den Haan,Steun voor het verzoek.,2022-2023,2023-05-16,tk,handelingen,20 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-81-20.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-81-20.xml,"nr. 81, item 20",['Steun voor het verzoek.'],Support for the request.,No fallacy detected
